EuroPheno.stock_id,who,pheno_date,measurement_no,stem_id,time_taken,canopy_height,stem_count,leaf_length_cm,leaf_width_cm,leaf_ligule,field_flowering_score
27844,eey9,16/04/2015,0,1,,15.0,8.0,,,,0
27844,eey9,16/04/2015,1,,,,,8.0,1.2,1,
27844,eey9,16/04/2015,2,,,,,14.3,1.1,1,
27844,eey9,16/04/2015,3,,,,,20.7,1.3,0,
27844,eey9,16/04/2015,4,,,,,10.5,0.7,0,
27850,eey9,16/04/2015,0,1,,20.0,15.0,,,,0
27850,eey9,16/04/2015,1,,,,,4.0,0.5,1,
27850,eey9,16/04/2015,2,,,,,17.0,0.8,1,
27850,eey9,16/04/2015,3,,,,,22.0,0.7,0,
27850,eey9,16/04/2015,4,,,,,7.0,0.3,0,
27874,eey9,16/04/2015,0,1,,16.0,18.0,,,,0
27874,eey9,16/04/2015,1,,,,,9.5,0.8,1,
27874,eey9,16/04/2015,2,,,,,16.0,0.8,0,
27874,eey9,16/04/2015,3,,,,,7.2,0.3,0,
27908,eey9,16/04/2015,0,1,,4.0,9.0,,,,0
27908,eey9,16/04/2015,1,,,,,7.0,0.6,1,
27908,eey9,16/04/2015,2,,,,,9.3,0.6,0,
27908,eey9,16/04/2015,3,,,,,7.0,0.1,0,
27918,eey9,16/04/2015,0,1,,10.0,32.0,,,,0
27918,eey9,16/04/2015,1,,,,,4.0,0.5,1,
27918,eey9,16/04/2015,2,,,,,12.0,0.6,1,
27918,eey9,16/04/2015,3,,,,,9.0,0.7,0,
27958,eey9,16/04/2015,0,1,,13.0,19.0,,,,0
27958,eey9,16/04/2015,1,,,,,7.0,0.9,1,
27958,eey9,16/04/2015,2,,,,,18.0,1.1,0,
27958,eey9,16/04/2015,3,,,,,14.0,1.1,0,
27963,eey9,16/04/2015,0,1,,7.0,2.0,,,,0
27963,eey9,16/04/2015,1,,,,,3.0,0.5,1,
27963,eey9,16/04/2015,2,,,,,7.5,1.0,1,
27963,eey9,16/04/2015,3,,,,,7.0,0.8,0,
27986,eey9,16/04/2015,0,1,,6.0,7.0,,,,0
27986,eey9,16/04/2015,1,,,,,5.3,0.8,1,
27986,eey9,16/04/2015,2,,,,,12.0,1.4,0,
27986,eey9,16/04/2015,3,,,,,10.0,0.7,0,
28035,eey9,16/04/2015,0,1,,11.0,34.0,,,,0
28035,eey9,16/04/2015,1,,,,,7.0,0.8,1,
28035,eey9,16/04/2015,2,,,,,12.1,1.4,0,
28035,eey9,16/04/2015,3,,,,,14.0,1.5,0,
28035,eey9,16/04/2015,4,,,,,10.0,0.5,0,
28040,eey9,16/04/2015,0,1,,9.0,2.0,,,,0
28040,eey9,16/04/2015,1,,,,,7.5,0.9,1,
28040,eey9,16/04/2015,2,,,,,12.0,1.3,0,
28040,eey9,16/04/2015,3,,,,,9.2,0.7,0,
28080,eey9,16/04/2015,0,1,,10.0,4.0,,,,0
28080,eey9,16/04/2015,1,,,,,5.2,1.0,1,
28080,eey9,16/04/2015,2,,,,,13.4,1.5,0,
28080,eey9,16/04/2015,3,,,,,11.6,0.8,0,
28088,eey9,16/04/2015,0,1,,12.0,16.0,,,,0
28088,eey9,16/04/2015,1,,,,,8.0,0.7,0,
28088,eey9,16/04/2015,2,,,,,13.5,0.8,0,
28088,eey9,16/04/2015,3,,,,,11.5,0.7,0,
28092,eey9,16/04/2015,0,1,,11.0,12.0,,,,0
28092,eey9,16/04/2015,1,,,,,9.5,0.5,1,
28092,eey9,16/04/2015,2,,,,,13.1,0.5,0,
28092,eey9,16/04/2015,3,,,,,5.5,0.1,0,
27829,eey9,20/04/2015,0,1,,8.5,26.0,,,,0
27829,eey9,20/04/2015,1,,,,,8.0,2.5,1,
27829,eey9,20/04/2015,2,,,,,12.3,0.7,0,
27829,eey9,20/04/2015,3,,,,,7.1,0.4,0,
27844,eey9,20/04/2015,0,1,,14.0,18.0,,,,0
27844,eey9,20/04/2015,3,,,,,21.8,1.4,1,
27844,eey9,20/04/2015,4,,,,,16.6,1.2,0,
27844,eey9,20/04/2015,5,,,,,6.0,0.3,0,
27850,eey9,20/04/2015,0,1,,19.0,45.0,,,,0
27850,eey9,20/04/2015,3,,,,,27.1,0.7,1,
27850,eey9,20/04/2015,4,,,,,14.1,0.8,0,
27874,eey9,20/04/2015,0,1,,17.0,47.0,,,,0
27874,eey9,20/04/2015,2,,,,,17.9,0.9,1,
27874,eey9,20/04/2015,3,,,,,13.1,1.2,0,
27880,eey9,20/04/2015,0,1,,17.0,23.0,,,,0
27880,eey9,20/04/2015,1,,,,,11.0,1.0,1,
27880,eey9,20/04/2015,2,,,,,15.4,1.2,1,
27880,eey9,20/04/2015,3,,,,,14.0,1.5,0,
27908,eey9,20/04/2015,0,1,,10.0,30.0,,,,0
27908,eey9,20/04/2015,2,,,,,11.0,0.7,1,
27908,eey9,20/04/2015,3,,,,,9.0,0.7,0,
27918,eey9,20/04/2015,0,1,,14.0,43.0,,,,0
27918,eey9,20/04/2015,3,,,,,12.1,0.6,0,
27918,eey9,20/04/2015,4,,,,,9.3,0.5,0,
27958,eey9,20/04/2015,0,1,,15.0,42.0,,,,0
27958,eey9,20/04/2015,2,,,,,20.0,1.2,1,
27958,eey9,20/04/2015,3,,,,,11.2,1.2,0,
27958,eey9,20/04/2015,4,,,,,9.3,0.9,0,
27963,eey9,20/04/2015,0,1,,12.0,23.0,,,,0
27963,eey9,20/04/2015,3,,,,,12.6,1.5,0,
27963,eey9,20/04/2015,4,,,,,6.3,0.8,0,
27986,eey9,20/04/2015,0,1,,13.0,28.0,,,,0
27986,eey9,20/04/2015,2,,,,,14.0,1.4,1,
27986,eey9,20/04/2015,3,,,,,11.5,1.4,0,
27986,eey9,20/04/2015,4,,,,,6.2,0.4,0,
28035,eey9,20/04/2015,0,1,,14.0,52.0,,,,0
28035,eey9,20/04/2015,2,,,,,11.0,1.5,1,
28035,eey9,20/04/2015,3,,,,,17.2,1.5,1,
28035,eey9,20/04/2015,4,,,,,16.5,1.2,0,
28035,eey9,20/04/2015,5,,,,,6.0,0.4,0,
28040,eey9,20/04/2015,0,1,,10.0,12.0,,,,0
28040,eey9,20/04/2015,2,,,,,13.0,1.2,1,
28040,eey9,20/04/2015,3,,,,,7.0,1.2,1,
28040,eey9,20/04/2015,4,,,,,7.5,1.2,0,
28080,eey9,20/04/2015,0,1,,10.0,23.0,,,,0
28080,eey9,20/04/2015,2,,,,,15.5,1.4,1,
28080,eey9,20/04/2015,3,,,,,16.3,1.5,0,
28080,eey9,20/04/2015,4,,,,,5.2,0.5,0,
28088,eey9,20/04/2015,0,1,,14.0,54.0,,,,0
28088,eey9,20/04/2015,1,,,,,9.0,0.6,1,
28088,eey9,20/04/2015,2,,,,,15.8,0.8,1,
28088,eey9,20/04/2015,3,,,,,12.6,1.0,0,
28088,eey9,20/04/2015,4,,,,,8.2,0.5,0,
28092,eey9,20/04/2015,0,1,,10.0,37.0,,,,0
28092,eey9,20/04/2015,2,,,,,9.1,0.6,1,
28092,eey9,20/04/2015,3,,,,,15.5,0.5,1,
28092,eey9,20/04/2015,4,,,,,10.2,0.4,0,
27829,eey9,27/04/2015,0,1,13:51,15.0,60.0,,,,0
27829,eey9,27/04/2015,1,,13:51,,,2.5,0.3,1,
27829,eey9,27/04/2015,2,,13:53,,,10.5,0.8,1,
27829,eey9,27/04/2015,3,,13:53,,,13.0,0.6,0,
27829,eey9,27/04/2015,4,,13:53,,,3.5,0.1,0,
27844,eey9,27/04/2015,0,1,13:44,29.0,51.0,,,,0
27844,eey9,27/04/2015,1,,13:44,,,9.0,1.1,1,
27844,eey9,27/04/2015,2,,13:46,,,14.5,1.2,1,
27844,eey9,27/04/2015,3,,13:46,,,22.0,1.2,1,
27844,eey9,27/04/2015,4,,13:47,,,23.0,1.3,0,
27844,eey9,27/04/2015,5,,13:47,,,15.5,0.5,0,
27850,eey9,27/04/2015,0,1,13:57,27.0,56.0,,,,0
27850,eey9,27/04/2015,1,,13:57,,,4.0,0.6,1,
27850,eey9,27/04/2015,2,,13:58,,,16.0,0.8,1,
27850,eey9,27/04/2015,3,,13:59,,,28.7,0.9,1,
27850,eey9,27/04/2015,4,,13:59,,,21.6,1.0,0,
27850,eey9,27/04/2015,5,,13:59,,,11.5,0.4,0,
27874,eey9,27/04/2015,0,1,13:54,27.0,45.0,,,,0
27874,eey9,27/04/2015,1,,13:54,,,10.0,0.9,1,
27874,eey9,27/04/2015,2,,13:55,,,18.0,0.9,1,
27874,eey9,27/04/2015,3,,13:56,,,19.3,0.4,0,
27874,eey9,27/04/2015,4,,13:56,,,12.6,0.4,0,
27880,eey9,27/04/2015,0,1,13:48,20.0,34.0,,,,0
27880,eey9,27/04/2015,2,,13:49,,,15.5,1.2,1,
27880,eey9,27/04/2015,3,,13:49,,,19.0,1.3,1,
27880,eey9,27/04/2015,4,,13:50,,,14.9,0.6,0,
27908,eey9,27/04/2015,0,1,14:05,15.0,60.0,,,,0
27908,eey9,27/04/2015,1,,14:05,,,15.0,0.5,1,
27908,eey9,27/04/2015,2,,14:07,,,10.8,0.7,1,
27908,eey9,27/04/2015,3,,14:07,,,15.3,0.8,1,
27908,eey9,27/04/2015,4,,14:07,,,10.5,0.8,0,
27908,eey9,27/04/2015,5,,14:08,,,4.5,0.1,0,
27918,eey9,27/04/2015,0,1,14:08,25.0,66.0,,,,0
27918,eey9,27/04/2015,1,,14:08,,,16.7,0.8,1,
27918,eey9,27/04/2015,2,,14:11,,,17.3,0.8,1,
27918,eey9,27/04/2015,3,,14:11,,,15.5,0.7,0,
27918,eey9,27/04/2015,4,,14:12,,,6.7,0.1,0,
27958,eey9,27/04/2015,0,1,14:01,23.0,38.0,,,,0
27958,eey9,27/04/2015,1,,14:01,,,7.0,1.0,1,
27958,eey9,27/04/2015,2,,14:03,,,19.3,1.1,1,
27958,eey9,27/04/2015,3,,14:03,,,25.0,1.3,0,
27958,eey9,27/04/2015,4,,14:04,,,19.4,1.1,0,
27958,eey9,27/04/2015,5,,14:04,,,4.5,0.1,0,
27963,eey9,27/04/2015,0,1,14:17,19.0,35.0,,,,0
27963,eey9,27/04/2015,1,,14:17,,,2.7,0.6,1,
27963,eey9,27/04/2015,2,,14:19,,,7.0,1.0,1,
27963,eey9,27/04/2015,3,,14:20,,,15.8,1.6,1,
27963,eey9,27/04/2015,4,,14:20,,,13.0,1.4,0,
27963,eey9,27/04/2015,5,,14:20,,,4.5,0.1,0,
27986,eey9,27/04/2015,0,1,14:13,22.0,37.0,,,,0
27986,eey9,27/04/2015,1,,14:13,,,5.6,1.0,1,
27986,eey9,27/04/2015,2,,14:15,,,14.0,1.2,1,
27986,eey9,27/04/2015,3,,14:15,,,21.1,1.7,0,
27986,eey9,27/04/2015,4,,14:16,,,16.7,1.1,0,
27986,eey9,27/04/2015,5,,14:16,,,6.8,0.2,0,
28035,eey9,27/04/2015,0,1,14:30,26.0,69.0,,,,0
28035,eey9,27/04/2015,2,,14:33,,,12.6,0.8,1,
28035,eey9,27/04/2015,3,,14:33,,,18.5,0.5,1,
28035,eey9,27/04/2015,4,,14:34,,,23.8,1.7,0,
28035,eey9,27/04/2015,5,,14:34,,,18.0,1.2,0,
28035,eey9,27/04/2015,6,,14:35,,,4.0,0.1,0,
28040,eey9,27/04/2015,0,1,14:23,18.0,32.0,,,,0
28040,eey9,27/04/2015,1,,14:23,,,7.0,0.7,1,
28040,eey9,27/04/2015,2,,14:25,,,13.7,1.0,1,
28040,eey9,27/04/2015,3,,14:25,,,13.5,1.6,0,
28040,eey9,27/04/2015,4,,14:26,,,10.5,0.8,0,
28080,eey9,27/04/2015,0,1,14:40,23.0,41.0,,,,0
28080,eey9,27/04/2015,1,,14:40,,,5.3,1.2,1,
28080,eey9,27/04/2015,2,,14:42,,,16.0,1.4,1,
28080,eey9,27/04/2015,3,,14:42,,,21.0,1.6,0,
28080,eey9,27/04/2015,4,,14:43,,,18.4,0.8,0,
28088,eey9,27/04/2015,0,1,14:35,24.0,88.0,,,,0
28088,eey9,27/04/2015,1,,14:35,,,10.0,0.7,1,
28088,eey9,27/04/2015,2,,14:38,,,15.5,0.8,1,
28088,eey9,27/04/2015,3,,14:39,,,21.0,1.1,0,
28088,eey9,27/04/2015,4,,14:39,,,16.5,0.8,0,
28088,eey9,27/04/2015,5,,14:39,,,4.5,0.1,0,
28092,eey9,27/04/2015,0,1,14:27,15.0,47.0,,,,0
28092,eey9,27/04/2015,1,,14:27,,,4.5,0.5,1,
28092,eey9,27/04/2015,2,,14:28,,,9.3,0.5,1,
28092,eey9,27/04/2015,3,,14:29,,,16.0,0.4,1,
28092,eey9,27/04/2015,4,,14:29,,,15.0,0.6,0,
28092,eey9,27/04/2015,5,,14:29,,,7.3,0.1,0,
27829,eey9,08/05/2015,0,2,,19.0,66.0,,,,0
27829,eey9,08/05/2015,1,,,,,2.5,0.6,1,
27829,eey9,08/05/2015,2,,,,,11.0,0.5,0,
27829,eey9,08/05/2015,3,,,,,1.5,0.1,0,
27844,eey9,08/05/2015,0,1,,31.0,57.0,,,,0
27844,eey9,08/05/2015,4,,,,,16.0,1.0,0,
27844,eey9,08/05/2015,5,,,,,9.5,0.3,0,
27850,eey9,08/05/2015,0,2,,34.0,56.0,,,,0
27850,eey9,08/05/2015,1,,,,,6.0,0.7,1,
27850,eey9,08/05/2015,2,,,,,17.5,1.0,1,
27850,eey9,08/05/2015,3,,,,,18.5,0.8,0,
27850,eey9,08/05/2015,4,,,,,11.2,0.4,0,
27874,eey9,08/05/2015,0,2,,37.0,46.0,,,,0
27874,eey9,08/05/2015,1,,,,,7.0,1.0,1,
27874,eey9,08/05/2015,2,,,,,19.0,1.4,0,
27874,eey9,08/05/2015,3,,,,,15.5,1.1,0,
27880,eey9,08/05/2015,0,2,,29.0,39.0,,,,0
27880,eey9,08/05/2015,1,,,,,7.0,1.0,1,
27880,eey9,08/05/2015,2,,,,,15.0,1.3,0,
27880,eey9,08/05/2015,3,,,,,11.0,0.8,0,
27908,eey9,08/05/2015,0,1,,20.0,70.0,,,,0
27908,eey9,08/05/2015,1,,,,,5.7,0.5,1,
27908,eey9,08/05/2015,2,,,,,15.0,0.7,1,
27908,eey9,08/05/2015,3,,,,,19.0,0.7,0,
27908,eey9,08/05/2015,4,,,,,14.0,0.7,0,
27908,eey9,08/05/2015,5,,,,,3.2,0.1,0,
27918,eey9,08/05/2015,0,1,,30.0,62.0,,,,0
27918,eey9,08/05/2015,3,,,,,20.5,1.0,0,
27918,eey9,08/05/2015,4,,,,,10.5,0.6,0,
27958,eey9,08/05/2015,0,2,,28.0,40.0,,,,0
27958,eey9,08/05/2015,1,,,,,14.0,1.2,1,
27958,eey9,08/05/2015,2,,,,,19.8,1.2,0,
27958,eey9,08/05/2015,3,,,,,15.5,0.8,0,
27963,eey9,08/05/2015,0,2,,22.0,37.0,,,,0
27963,eey9,08/05/2015,1,,,,,13.5,1.2,1,
27963,eey9,08/05/2015,2,,,,,18.0,1.2,0,
27963,eey9,08/05/2015,3,,,,,6.6,0.4,0,
27986,eey9,08/05/2015,0,2,,28.0,39.0,,,,0
27986,eey9,08/05/2015,1,,,,,12.5,1.0,1,
27986,eey9,08/05/2015,2,,,,,15.0,1.2,0,
27986,eey9,08/05/2015,3,,,,,6.2,0.4,0,
28035,eey9,08/05/2015,0,1,,27.0,53.0,,,,0
28035,eey9,08/05/2015,1,,,,,7.0,0.7,1,
28035,eey9,08/05/2015,2,,,,,18.5,1.6,0,
28035,eey9,08/05/2015,3,,,,,17.1,1.0,0,
28040,eey9,08/05/2015,0,2,,25.0,34.0,,,,0
28040,eey9,08/05/2015,1,,,,,5.4,0.8,1,
28040,eey9,08/05/2015,2,,,,,15.5,1.3,0,
28040,eey9,08/05/2015,3,,,,,13.0,0.8,0,
28080,eey9,08/05/2015,0,2,,28.0,56.0,,,,0
28080,eey9,08/05/2015,2,,,,,15.5,1.2,0,
28080,eey9,08/05/2015,3,,,,,16.6,1.0,0,
28088,eey9,08/05/2015,0,2,,28.0,76.0,,,,0
28088,eey9,08/05/2015,1,,,,,3.0,0.6,1,
28088,eey9,08/05/2015,2,,,,,14.0,1.0,1,
28088,eey9,08/05/2015,3,,,,,13.0,0.9,0,
28088,eey9,08/05/2015,4,,,,,11.0,0.5,0,
28092,eey9,08/05/2015,0,2,,20.0,57.0,,,,0
28092,eey9,08/05/2015,1,,,,,6.5,0.5,1,
28092,eey9,08/05/2015,2,,,,,17.0,0.8,0,
28092,eey9,08/05/2015,3,,,,,11.5,0.6,0,
28092,eey9,08/05/2015,4,,,,,4.0,0.1,0,
27829,eey9,12/05/2015,0,2,,21.0,62.0,,,,0
27829,eey9,12/05/2015,2,,,,,15.8,0.6,0,
27829,eey9,12/05/2015,3,,,,,8.6,0.2,0,
27844,eey9,12/05/2015,0,2,,39.0,51.0,,,,0
27844,eey9,12/05/2015,1,,,,,4.0,0.7,1,
27844,eey9,12/05/2015,2,,,,,20.2,1.2,1,
27844,eey9,12/05/2015,3,,,,,19.4,1.3,0,
27844,eey9,12/05/2015,4,,,,,10.0,0.3,0,
27850,eey9,12/05/2015,0,2,,42.0,80.0,,,,0
27850,eey9,12/05/2015,3,,,,,26.5,1.1,0,
27850,eey9,12/05/2015,4,,,,,22.0,0.7,0,
27850,eey9,12/05/2015,5,,,,,4.8,0.1,0,
27874,eey9,12/05/2015,0,2,,41.0,44.0,,,,0
27874,eey9,12/05/2015,2,,,,,22.2,1.3,1,
27874,eey9,12/05/2015,3,,,,,21.9,1.3,0,
27874,eey9,12/05/2015,4,,,,,9.5,0.5,0,
27880,eey9,12/05/2015,0,2,,34.0,44.0,,,,0
27880,eey9,12/05/2015,2,,,,,17.6,1.5,1,
27880,eey9,12/05/2015,3,,,,,13.6,1.3,0,
27880,eey9,12/05/2015,4,,,,,2.1,0.1,0,
27908,eey9,12/05/2015,0,1,,21.0,106.0,,,,0
27908,eey9,12/05/2015,3,,,,,22.8,0.8,0,
27908,eey9,12/05/2015,4,,,,,17.5,0.6,0,
27908,eey9,12/05/2015,5,,,,,10.5,0.3,0,
27918,eey9,12/05/2015,0,1,,36.0,64.0,,,,0
27918,eey9,12/05/2015,3,,,,,25.2,0.9,1,
27918,eey9,12/05/2015,4,,,,,16.0,0.6,0,
27958,eey9,12/05/2015,0,2,,35.0,41.0,,,,0
27958,eey9,12/05/2015,2,,,,,26.6,1.2,0,
27958,eey9,12/05/2015,3,,,,,20.0,1.0,0,
27963,eey9,12/05/2015,0,2,,25.0,49.0,,,,0
27963,eey9,12/05/2015,2,,,,,24.6,1.6,0,
27963,eey9,12/05/2015,3,,,,,26.4,0.4,0,
27986,eey9,12/05/2015,0,2,,31.0,59.0,,,,0
27986,eey9,12/05/2015,2,,,,,17.7,1.1,0,
27986,eey9,12/05/2015,3,,,,,13.8,0.5,0,
28035,eey9,12/05/2015,0,1,,38.0,62.0,,,,0
28035,eey9,12/05/2015,2,,,,,24.8,1.5,0,
28035,eey9,12/05/2015,3,,,,,24.2,1.3,0,
28035,eey9,12/05/2015,4,,,,,9.8,0.3,0,
28040,eey9,12/05/2015,0,2,,26.0,48.0,,,,0
28040,eey9,12/05/2015,2,,,,,18.4,1.4,1,
28040,eey9,12/05/2015,3,,,,,17.0,1.2,0,
28040,eey9,12/05/2015,4,,,,,6.5,0.2,0,
28080,eey9,12/05/2015,0,2,,36.0,46.0,,,,0
28080,eey9,12/05/2015,2,,,,,15.7,1.0,1,
28080,eey9,12/05/2015,3,,,,,17.0,1.0,0,
28080,eey9,12/05/2015,4,,,,,7.0,0.3,0,
28088,eey9,12/05/2015,0,2,,28.0,62.0,,,,0
28088,eey9,12/05/2015,3,,,,,17.5,1.1,0,
28088,eey9,12/05/2015,4,,,,,16.2,0.7,0,
28088,eey9,12/05/2015,5,,,,,2.8,0.1,0,
28092,eey9,12/05/2015,0,2,,22.0,54.0,,,,0
28092,eey9,12/05/2015,2,,,,,18.7,0.7,1,
28092,eey9,12/05/2015,3,,,,,15.0,0.7,0,
28092,eey9,12/05/2015,4,,,,,8.5,0.3,0,
27829,eey9,19/05/2015,0,2,,19.0,82.0,,,,0
27829,eey9,19/05/2015,2,,,,,18.7,0.7,1,
27829,eey9,19/05/2015,3,,,,,13.5,0.6,0,
27844,eey9,19/05/2015,0,2,,43.0,87.0,,,,0
27844,eey9,19/05/2015,3,,,,,27.9,1.3,0,
27844,eey9,19/05/2015,4,,,,,22.4,0.8,0,
27850,eey9,19/05/2015,0,2,,44.0,96.0,,,,0
27850,eey9,19/05/2015,3,,,,,33.0,1.1,1,
27850,eey9,19/05/2015,4,,,,,31.4,1.0,0,
27850,eey9,19/05/2015,5,,,,,17.3,0.5,0,
27874,eey9,19/05/2015,0,2,,42.0,66.0,,,,0
27874,eey9,19/05/2015,3,,,,,30.4,1.6,0,
27874,eey9,19/05/2015,4,,,,,22.7,0.9,0,
27880,eey9,19/05/2015,0,2,,34.0,43.0,,,,0
27880,eey9,19/05/2015,3,,,,,29.7,1.5,0,
27880,eey9,19/05/2015,4,,,,,18.2,1.0,0,
27908,eey9,19/05/2015,0,1,,33.0,92.0,,,,0
27908,eey9,19/05/2015,3,,,,,23.3,0.8,1,
27908,eey9,19/05/2015,4,,,,,27.5,0.5,0,
27908,eey9,19/05/2015,5,,,,,20.4,0.5,0,
27908,eey9,19/05/2015,6,,,,,8.8,0.2,0,
27918,eey9,19/05/2015,0,1,,45.0,74.0,,,,0
27918,eey9,19/05/2015,4,,,,,25.2,1.1,0,
27918,eey9,19/05/2015,5,,,,,12.7,0.7,0,
27918,eey9,19/05/2015,6,,,,,3.5,0.1,0,
27958,eey9,19/05/2015,0,2,,42.0,53.0,,,,0
27958,eey9,19/05/2015,2,,,,,32.6,1.3,1,
27958,eey9,19/05/2015,3,,,,,29.2,1.1,0,
27958,eey9,19/05/2015,4,,,,,10.2,0.2,0,
27963,eey9,19/05/2015,0,2,,33.0,63.0,,,,0
27963,eey9,19/05/2015,2,,,,,29.0,1.6,1,
27963,eey9,19/05/2015,3,,,,,26.0,1.8,0,
27963,eey9,19/05/2015,4,,,,,10.2,0.5,0,
27986,eey9,19/05/2015,0,2,,37.0,64.0,,,,0
27986,eey9,19/05/2015,2,,,,,30.0,1.2,0,
27986,eey9,19/05/2015,3,,,,,24.7,1.0,0,
27986,eey9,19/05/2015,4,,,,,8.0,0.3,0,
28035,eey9,19/05/2015,0,1,,41.0,86.0,,,,0
28035,eey9,19/05/2015,2,,,,,25.4,1.4,1,
28035,eey9,19/05/2015,3,,,,,34.7,1.5,0,
28035,eey9,19/05/2015,4,,,,,23.6,1.1,0,
28040,eey9,19/05/2015,0,2,,35.0,54.0,,,,0
28040,eey9,19/05/2015,3,,,,,28.0,1.5,0,
28040,eey9,19/05/2015,4,,,,,18.6,0.5,0,
28080,eey9,19/05/2015,0,2,,40.0,71.0,,,,0
28080,eey9,19/05/2015,3,,,,,28.6,1.3,0,
28080,eey9,19/05/2015,4,,,,,21.6,0.8,0,
28088,eey9,19/05/2015,0,2,,42.0,70.0,,,,0
28088,eey9,19/05/2015,3,,,,,29.4,1.0,0,
28088,eey9,19/05/2015,4,,,,,22.9,0.5,0,
28088,eey9,19/05/2015,5,,,,,15.2,0.4,0,
28092,eey9,19/05/2015,0,2,,23.0,58.0,,,,0
28092,eey9,19/05/2015,3,,,,,25.2,0.7,0,
28092,eey9,19/05/2015,4,,,,,17.0,0.6,0,
28092,eey9,19/05/2015,5,,,,,3.6,0.1,0,
27829,eey9,28/05/2015,0,2,11:39,30.0,74.0,,,,0
27829,eey9,28/05/2015,3,,11:39,,,28.2,0.7,0,
27829,eey9,28/05/2015,4,,12:25,,,15.1,0.6,0,
27844,eey9,28/05/2015,0,2,11:29,65.0,62.0,,,,0
27844,eey9,28/05/2015,3,,11:38,,,37.2,1.2,1,
27844,eey9,28/05/2015,4,,11:38,,,36.6,1.3,0,
27844,eey9,28/05/2015,5,,12:21,,,15.4,0.6,0,
27850,eey9,28/05/2015,0,2,11:40,68.0,88.0,,,,0
27850,eey9,28/05/2015,4,,11:40,,,49.0,1.1,1,
27850,eey9,28/05/2015,5,,11:40,,,35.0,0.8,0,
27850,eey9,28/05/2015,6,,12:30,,,20.3,0.8,0,
27874,eey9,28/05/2015,0,2,11:41,64.0,68.0,,,,0
27874,eey9,28/05/2015,3,,11:47,,,39.1,1.5,1,
27874,eey9,28/05/2015,4,,11:47,,,34.2,1.2,0,
27874,eey9,28/05/2015,5,,12:28,,,15.6,0.6,0,
