EuroPheno.stock_id,pheno_date,time_taken,who,pseudo_rep_no,canopy_height,stem_count,leaf_ligule,stem_id,leaf_length_cm,leaf_width_cm
28040,28/05/2015,11:54,eey9,2,,,1,,,
28040,28/05/2015,11:54,eey9,3,,,1,,34.1,1.4
28040,28/05/2015,11:54,eey9,4,,,1,,44.5,1.7
28080,28/05/2015,11:54,eey9,,87.0,104,0,2,,
28080,28/05/2015,11:54,eey9,1,,,1,,,
28080,28/05/2015,11:54,eey9,2,,,1,,,
28080,28/05/2015,11:55,eey9,3,,,1,,36.2,1.3
28080,28/05/2015,11:55,eey9,4,,,1,,47.5,1.3
28088,28/05/2015,11:55,eey9,,86.0,88,0,2,,
28088,28/05/2015,11:55,eey9,1,,,1,,,
28088,28/05/2015,11:55,eey9,2,,,1,,,
28088,28/05/2015,11:55,eey9,3,,,1,,29.6,1.0
28088,28/05/2015,11:55,eey9,4,,,1,,47.2,1.1
28088,28/05/2015,11:55,eey9,5,,,0,,52.6,1.1
28092,28/05/2015,11:56,eey9,,55.0,88,0,2,,
28092,28/05/2015,11:56,eey9,1,,,1,,,
28092,28/05/2015,11:56,eey9,2,,,1,,,
28092,28/05/2015,11:56,eey9,3,,,1,,27.4,0.7
28092,28/05/2015,11:56,eey9,4,,,1,,36.0,0.9
28092,28/05/2015,11:56,eey9,5,,,0,,39.5,0.7
27844,28/05/2015,12:21,eey9,5,,,0,,40.8,1.4
27880,28/05/2015,12:23,eey9,5,,,0,,36.1,1.7
27829,28/05/2015,12:25,eey9,4,,,0,,30.8,0.7
27874,28/05/2015,12:28,eey9,5,,,0,,36.3,1.4
27850,28/05/2015,12:30,eey9,6,,,0,,39.6,1.0
27908,28/05/2015,12:36,eey9,7,,,0,,23.6,0.5
27963,28/05/2015,12:45,eey9,5,,,0,,34.4,1.9
28040,28/05/2015,12:48,eey9,5,,,0,,38.5,1.8
28092,28/05/2015,12:50,eey9,6,,,0,,21.5,0.7
28035,28/05/2015,12:52,eey9,5,,,0,,40.5,1.5
28088,28/05/2015,12:56,eey9,6,,,0,,28.0,0.8
28080,28/05/2015,12:58,eey9,5,,,0,,34.6,1.5
27880,04/06/2015,12:07,eey9,6,,,0,,23.5,0.6
27829,04/06/2015,12:12,eey9,5,,,0,,18.9,0.5
27958,04/06/2015,12:18,eey9,5,,,0,,27.0,0.7
27918,04/06/2015,12:23,eey9,7,,,0,,16.1,0.3
27986,04/06/2015,12:27,eey9,5,,,0,,29.0,0.9
27963,04/06/2015,12:30,eey9,6,,,0,,16.3,0.4
28040,04/06/2015,12:33,eey9,6,,,0,,20.3,0.6
28035,04/06/2015,12:38,eey9,6,,,0,,23.2,0.6
401,04/06/2015,13:11,eey9,7,,,0,,31.5,2.3
402,04/06/2015,13:14,eey9,7,,,0,,34.0,2.9
403,04/06/2015,13:16,eey9,6,,,0,,27.5,2.0
391,04/06/2015,13:25,eey9,6,,,0,,32.0,1.1
393,04/06/2015,13:30,eey9,6,,,0,,29.0,0.8
423,04/06/2015,13:37,eey9,6,,,0,,40.2,2.6
461,04/06/2015,13:40,eey9,6,,,0,,24.5,0.7
462,04/06/2015,13:41,eey9,1,,,1,,3.5,0.3
462,04/06/2015,13:41,eey9,2,,,0,,14.2,1.3
462,04/06/2015,13:41,eey9,3,,,0,,12.2,1.2
463,04/06/2015,13:43,eey9,6,,,0,,25.8,0.8
511,04/06/2015,13:47,eey9,6,,,0,,32.4,1.5
512,04/06/2015,13:49,eey9,6,,,0,,23.6,2.0
513,04/06/2015,13:52,eey9,7,,,0,,12.8,0.8
501,04/06/2015,13:56,eey9,7,,,0,,16.5,0.7
502,04/06/2015,13:58,eey9,8,,,0,,13.2,0.6
481,04/06/2015,14:04,eey9,8,,,0,,22.4,1.3
482,04/06/2015,14:07,eey9,6,,,0,,33.1,1.8
482,04/06/2015,14:07,eey9,7,,,0,,23.5,1.2
483,04/06/2015,14:09,eey9,6,,,0,,20.2,1.4
562,04/06/2015,14:14,eey9,6,,,0,,18.0,1.5
572,04/06/2015,14:21,eey9,5,,,0,,,
573,04/06/2015,14:24,eey9,5,,,0,,15.2,0.3
582,04/06/2015,14:29,eey9,6,,,0,,32.9,2.4
583,04/06/2015,14:32,eey9,6,,,0,,33.5,1.5
621,04/06/2015,14:35,eey9,6,,,0,,25.5,1.0
622,04/06/2015,14:39,eey9,6,,,0,,23.7,2.0
612,04/06/2015,14:47,eey9,6,,,0,,13.0,0.9
532,04/06/2015,14:59,eey9,5,,,0,,24.3,0.8
533,04/06/2015,15:01,eey9,7,,,0,,18.0,0.5
443,04/06/2015,15:09,eey9,6,,,0,,37.5,2.6
352,04/06/2015,15:19,eey9,6,,,0,,26.3,1.4
353,04/06/2015,15:22,eey9,5,,,0,,24.5,1.3
353,04/06/2015,15:23,eey9,6,,,0,,15.0,0.7
361,04/06/2015,15:25,eey9,5,,,0,,37.2,1.8
363,04/06/2015,15:28,eey9,6,,,0,,21.4,1.5
12,04/06/2015,15:34,eey9,7,,,0,,24.5,0.6
13,04/06/2015,15:35,eey9,5,,,0,,31.0,0.9
22,04/06/2015,15:40,eey9,5,,,0,,23.9,1.5
23,04/06/2015,15:42,eey9,4,,,0,,27.3,2.0
31,04/06/2015,15:56,eey9,5,,,0,,17.0,0.7
41,04/06/2015,16:03,eey9,4,,,0,,32.6,1.7
42,04/06/2015,16:05,eey9,5,,,0,,26.0,1.6
43,04/06/2015,16:08,eey9,5,,,0,,23.6,1.6
63,04/06/2015,16:20,eey9,4,,,0,,34.6,1.2
27844,09/06/2015,11:11,eey9,6,,,0,,17.3,0.3
27874,09/06/2015,11:17,eey9,6,,,0,,14.5,0.5
27850,09/06/2015,11:23,eey9,7,,,0,,23.4,0.3
27908,09/06/2015,11:27,eey9,8,,,0,,10.4,0.1
28092,09/06/2015,11:39,eey9,7,,,0,,7.6,0.1
28088,09/06/2015,11:44,eey9,7,,,0,,12.2,0.1
28080,09/06/2015,11:47,eey9,6,,,0,,20.0,0.6
402,09/06/2015,12:29,eey9,8,,,0,,19.0,1.4
403,09/06/2015,12:31,eey9,7,,,0,,15.0,0.6
391,09/06/2015,12:35,eey9,7,,,0,,5.7,0.1
392,09/06/2015,12:36,eey9,8,,,0,,17.0,0.5
421,09/06/2015,12:41,eey9,6,,,0,,14.6,0.7
422,09/06/2015,12:43,eey9,7,,,0,,9.8,0.5
423,09/06/2015,12:46,eey9,7,,,0,,15.0,0.9
462,09/06/2015,12:49,eey9,4,,,0,,9.0,0.5
503,09/06/2015,13:07,eey9,7,,,0,,10.6,0.3
481,09/06/2015,13:10,eey9,9,,,0,,4.7,0.1
482,09/06/2015,13:12,eey9,8,,,0,,7.5,0.1
483,09/06/2015,13:14,eey9,7,,,0,,8.0,0.3
561,09/06/2015,13:17,eey9,7,,,0,,6.7,0.1
562,09/06/2015,13:19,eey9,7,,,0,,10.2,0.5
563,09/06/2015,13:21,eey9,6,,,0,,18.0,0.6
571,09/06/2015,13:24,eey9,5,,,0,,11.5,0.2
581,09/06/2015,13:33,eey9,7,,,0,,31.9,2.1
581,09/06/2015,13:33,eey9,8,,,0,,6.0,0.1
582,09/06/2015,13:35,eey9,7,,,0,,16.0,0.6
623,09/06/2015,13:44,eey9,7,,,0,,10.4,0.2
611,09/06/2015,13:46,eey9,8,,,0,,25.2,1.6
611,09/06/2015,13:46,eey9,9,,,0,,8.2,0.3
613,09/06/2015,13:50,eey9,7,,,0,,5.2,0.3
531,09/06/2015,13:53,eey9,6,,,0,,13.6,1.3
441,09/06/2015,14:01,eey9,8,,,0,,13.0,0.3
442,09/06/2015,14:05,eey9,7,,,0,,29.9,1.2
443,09/06/2015,14:07,eey9,7,,,0,,19.5,0.7
361,09/06/2015,14:12,eey9,6,,,0,,14.0,0.6
362,09/06/2015,14:27,eey9,7,,,0,,11.8,0.4
351,09/06/2015,14:32,eey9,6,,,0,,5.7,0.2
352,09/06/2015,14:34,eey9,7,,,0,,11.0,0.3
11,10/06/2015,11:55,eey9,6,,,0,,13.3,0.3
21,10/06/2015,12:03,eey9,5,,,0,,23.6,1.5
23,10/06/2015,12:08,eey9,5,,,0,,12.7,0.3
32,10/06/2015,12:14,eey9,6,,,0,,12.0,0.2
41,10/06/2015,12:20,eey9,5,,,0,,18.0,0.5
51,10/06/2015,13:37,eey9,6,,,0,,15.5,0.9
52,10/06/2015,13:39,eey9,5,,,0,,17.0,0.6
53,10/06/2015,13:41,eey9,5,,,0,,10.0,0.8
62,10/06/2015,13:46,eey9,6,,,0,,17.6,0.7
63,10/06/2015,13:50,eey9,5,,,0,,3.3,0.1
71,10/06/2015,13:50,eey9,,65.0,23,0,1,,
71,10/06/2015,13:52,eey9,1,,,1,,10.2,0.8
71,10/06/2015,13:53,eey9,2,,,1,,26.5,1.5
71,10/06/2015,13:54,eey9,3,,,1,,44.1,1.9
71,10/06/2015,13:54,eey9,4,,,0,,50.6,2.1
71,10/06/2015,13:54,eey9,5,,,0,,41.8,1.8
71,10/06/2015,13:55,eey9,6,,,0,,14.6,0.3
72,10/06/2015,13:55,eey9,,55.0,22,0,1,,
72,10/06/2015,13:56,eey9,1,,,1,,35.4,1.7
72,10/06/2015,13:57,eey9,2,,,1,,51.4,1.7
72,10/06/2015,13:57,eey9,3,,,0,,43.9,1.7
72,10/06/2015,13:58,eey9,4,,,0,,33.4,1.3
72,10/06/2015,13:58,eey9,5,,,0,,7.0,0.1
73,10/06/2015,13:59,eey9,,49.0,7,0,1,,
73,10/06/2015,13:59,eey9,1,,,1,,10.0,0.8
73,10/06/2015,14:00,eey9,2,,,0,,33.0,1.5
73,10/06/2015,14:01,eey9,3,,,0,,33.5,1.3
73,10/06/2015,14:01,eey9,4,,,0,,16.3,0.4
81,10/06/2015,14:01,eey9,,49.0,18,0,1,,
81,10/06/2015,14:03,eey9,1,,,1,,6.1,0.9
81,10/06/2015,14:04,eey9,2,,,1,,20.6,1.8
81,10/06/2015,14:05,eey9,3,,,0,,26.2,2.2
81,10/06/2015,14:05,eey9,4,,,0,,20.4,1.3
82,10/06/2015,14:05,eey9,,60.0,29,0,1,,
82,10/06/2015,14:06,eey9,1,,,1,,10.3,1.2
82,10/06/2015,14:08,eey9,2,,,1,,27.0,1.8
82,10/06/2015,14:08,eey9,3,,,1,,45.3,2.0
82,10/06/2015,14:09,eey9,4,,,0,,30.3,2.0
82,10/06/2015,14:09,eey9,5,,,0,,15.4,0.9
83,10/06/2015,14:09,eey9,,54.0,27,0,1,,
83,10/06/2015,14:10,eey9,1,,,1,,9.6,1.3
83,10/06/2015,14:11,eey9,2,,,1,,21.2,1.7
83,10/06/2015,14:11,eey9,3,,,0,,24.5,2.0
83,10/06/2015,14:12,eey9,4,,,0,,20.0,1.5
83,10/06/2015,14:12,eey9,5,,,0,,5.7,0.1
91,10/06/2015,14:12,eey9,,49.0,31,0,1,,
91,10/06/2015,14:14,eey9,1,,,1,,14.4,1.0
91,10/06/2015,14:16,eey9,2,,,1,,34.5,1.9
91,10/06/2015,14:16,eey9,3,,,1,,50.5,2.2
91,10/06/2015,14:22,eey9,4,,,0,,55.0,2.3
91,10/06/2015,14:23,eey9,5,,,0,,44.1,1.9
91,10/06/2015,14:23,eey9,6,,,0,,26.7,0.5
92,10/06/2015,14:30,eey9,,46.0,14,0,1,,
92,10/06/2015,14:31,eey9,1,,,1,,39.3,2.1
92,10/06/2015,14:32,eey9,2,,,0,,47.2,2.2
92,10/06/2015,14:32,eey9,3,,,0,,35.6,1.7
92,10/06/2015,14:33,eey9,4,,,0,,16.5,0.6
93,10/06/2015,14:33,eey9,,59.0,16,0,1,,
93,10/06/2015,14:34,eey9,1,,,1,,16.5,2.2
93,10/06/2015,14:35,eey9,2,,,1,,37.5,2.0
93,10/06/2015,14:35,eey9,3,,,0,,39.5,2.0
93,10/06/2015,14:35,eey9,4,,,0,,30.2,1.5
93,10/06/2015,14:36,eey9,5,,,0,,14.2,0.2
101,10/06/2015,14:36,eey9,,55.0,8,0,1,,
101,10/06/2015,14:42,eey9,1,,,1,,10.0,1.5
101,10/06/2015,14:43,eey9,2,,,1,,41.3,1.8
101,10/06/2015,14:44,eey9,3,,,0,,31.2,1.9
101,10/06/2015,14:44,eey9,4,,,0,,10.9,0.4
102,10/06/2015,14:44,eey9,,49.0,11,0,1,,
102,10/06/2015,14:46,eey9,1,,,1,,4.4,1.3
102,10/06/2015,14:47,eey9,2,,,1,,21.0,2.0
102,10/06/2015,14:48,eey9,3,,,1,,40.0,2.1
102,10/06/2015,14:48,eey9,4,,,0,,33.5,2.2
102,10/06/2015,14:48,eey9,5,,,0,,19.7,1.4
103,10/06/2015,14:49,eey9,,47.0,20,0,1,,
103,10/06/2015,14:50,eey9,1,,,1,,7.6,1.7
103,10/06/2015,14:51,eey9,2,,,1,,23.6,2.0
103,10/06/2015,14:51,eey9,3,,,1,,41.4,2.3
103,10/06/2015,14:52,eey9,4,,,0,,37.2,2.4
103,10/06/2015,14:52,eey9,5,,,0,,27.1,1.7
103,10/06/2015,14:52,eey9,6,,,0,,3.5,0.1
111,10/06/2015,14:53,eey9,,49.0,26,0,1,,
111,10/06/2015,14:55,eey9,1,,,1,,12.5,1.6
111,10/06/2015,14:55,eey9,2,,,1,,33.0,1.8
111,10/06/2015,14:56,eey9,3,,,0,,48.0,2.0
111,10/06/2015,14:56,eey9,4,,,0,,34.5,1.3
111,10/06/2015,14:57,eey9,5,,,0,,10.6,0.2
112,10/06/2015,14:57,eey9,,52.0,15,0,1,,
112,10/06/2015,14:58,eey9,1,,,1,,30.6,1.8
112,10/06/2015,14:59,eey9,2,,,1,,42.0,2.0
112,10/06/2015,15:00,eey9,3,,,1,,51.5,2.1
112,10/06/2015,15:00,eey9,4,,,0,,43.5,1.8
112,10/06/2015,15:01,eey9,5,,,0,,32.9,1.2
112,10/06/2015,15:01,eey9,6,,,0,,7.0,0.1
113,10/06/2015,15:01,eey9,,44.0,10,0,1,,
113,10/06/2015,15:02,eey9,1,,,1,,8.7,0.8
113,10/06/2015,15:03,eey9,2,,,1,,29.2,1.3
113,10/06/2015,15:04,eey9,3,,,0,,23.0,1.6
113,10/06/2015,15:04,eey9,4,,,0,,16.5,0.6
121,10/06/2015,15:04,eey9,,55.0,11,0,1,,
121,10/06/2015,15:06,eey9,1,,,1,,13.4,1.3
121,10/06/2015,15:07,eey9,2,,,1,,23.0,2.2
121,10/06/2015,15:07,eey9,3,,,1,,46.2,2.4
121,10/06/2015,15:08,eey9,4,,,0,,34.0,2.2
121,10/06/2015,15:08,eey9,5,,,0,,23.6,1.0
122,10/06/2015,15:09,eey9,,54.0,15,0,1,,
122,10/06/2015,15:10,eey9,1,,,1,,10.0,2.0
122,10/06/2015,15:11,eey9,2,,,1,,25.7,2.7
122,10/06/2015,15:11,eey9,3,,,1,,42.5,2.6
122,10/06/2015,15:12,eey9,4,,,0,,47.2,2.7
122,10/06/2015,15:12,eey9,5,,,0,,36.5,2.0
122,10/06/2015,15:12,eey9,6,,,0,,,
123,10/06/2015,15:13,eey9,,60.0,9,0,1,,
123,10/06/2015,15:14,eey9,1,,,1,,22.3,2.4
123,10/06/2015,15:15,eey9,2,,,1,,53.0,2.6
123,10/06/2015,15:16,eey9,3,,,0,,52.6,2.8
123,10/06/2015,15:16,eey9,4,,,0,,35.8,2.6
123,10/06/2015,15:17,eey9,5,,,0,,19.7,0.7
181,10/06/2015,15:18,eey9,,59.0,16,0,1,,
181,10/06/2015,15:19,eey9,1,,,1,,14.0,0.8
181,10/06/2015,15:20,eey9,2,,,1,,33.5,1.5
181,10/06/2015,15:20,eey9,3,,,1,,50.4,1.9
181,10/06/2015,15:20,eey9,4,,,0,,42.0,1.9
181,10/06/2015,15:21,eey9,5,,,0,,34.3,1.3
182,10/06/2015,15:21,eey9,,72.0,38,0,1,,
182,10/06/2015,15:22,eey9,1,,,1,,10.0,1.7
182,10/06/2015,15:23,eey9,2,,,1,,31.6,2.0
182,10/06/2015,15:23,eey9,3,,,0,,33.3,2.0
182,10/06/2015,15:23,eey9,4,,,0,,32.0,1.3
183,10/06/2015,15:24,eey9,,73.0,21,0,1,,
183,10/06/2015,15:24,eey9,1,,,1,,7.5,0.6
183,10/06/2015,15:26,eey9,2,,,1,,21.0,1.5
183,10/06/2015,15:26,eey9,3,,,1,,42.1,2.1
183,10/06/2015,15:26,eey9,4,,,0,,55.0,2.2
183,10/06/2015,15:27,eey9,5,,,0,,45.0,1.9
183,10/06/2015,15:27,eey9,6,,,0,,31.0,0.7
171,10/06/2015,15:27,eey9,,61.0,19,0,1,,
171,10/06/2015,15:30,eey9,1,,,1,,14.3,1.3
171,10/06/2015,15:31,eey9,2,,,1,,33.8,1.7
171,10/06/2015,15:32,eey9,3,,,0,,51.3,2.4
171,10/06/2015,15:32,eey9,4,,,0,,40.0,2.2
171,10/06/2015,15:32,eey9,5,,,0,,20.2,1.0
172,10/06/2015,15:33,eey9,,52.0,7,0,1,,
172,10/06/2015,15:34,eey9,1,,,1,,33.5,2.5
172,10/06/2015,15:35,eey9,2,,,1,,49.5,2.8
172,10/06/2015,15:36,eey9,3,,,0,,57.1,2.9
172,10/06/2015,15:36,eey9,4,,,0,,44.6,2.7
172,10/06/2015,15:37,eey9,5,,,0,,29.6,2.0
173,10/06/2015,15:37,eey9,,53.0,13,0,1,,
173,10/06/2015,15:38,eey9,1,,,1,,18.5,1.1
173,10/06/2015,15:39,eey9,2,,,1,,42.2,1.7
173,10/06/2015,15:40,eey9,3,,,0,,49.4,2.0
173,10/06/2015,15:40,eey9,4,,,0,,36.0,1.7
161,10/06/2015,15:41,eey9,,69.0,18,0,1,,
161,10/06/2015,15:43,eey9,1,,,1,,21.0,1.0
161,10/06/2015,15:44,eey9,2,,,1,,40.5,1.5
161,10/06/2015,15:44,eey9,3,,,0,,51.5,1.7
161,10/06/2015,15:44,eey9,4,,,0,,39.0,1.6
161,10/06/2015,15:45,eey9,5,,,0,,10.9,0.1
162,10/06/2015,15:45,eey9,,63.0,26,0,1,,
162,10/06/2015,15:46,eey9,1,,,1,,14.5,0.9
162,10/06/2015,15:47,eey9,2,,,1,,34.3,1.3
162,10/06/2015,15:47,eey9,3,,,1,,55.0,1.9
162,10/06/2015,15:48,eey9,4,,,0,,53.0,1.7
162,10/06/2015,15:48,eey9,5,,,0,,35.0,1.4
162,10/06/2015,15:48,eey9,6,,,0,,5.5,0.1
163,10/06/2015,15:49,eey9,,67.0,38,0,1,,
163,10/06/2015,15:50,eey9,1,,,1,,5.3,1.3
163,10/06/2015,15:50,eey9,2,,,1,,27.5,1.8
163,10/06/2015,15:51,eey9,3,,,0,,47.0,2.3
163,10/06/2015,15:51,eey9,4,,,0,,45.0,2.0
163,10/06/2015,15:52,eey9,5,,,0,,26.2,0.8
151,10/06/2015,15:52,eey9,,52.0,16,0,1,,
151,10/06/2015,15:54,eey9,1,,,1,,31.2,1.7
151,10/06/2015,15:54,eey9,2,,,1,,44.0,2.0
151,10/06/2015,15:55,eey9,3,,,0,,35.7,2.0
151,10/06/2015,15:55,eey9,4,,,0,,10.8,0.5
152,10/06/2015,15:56,eey9,,44.0,21,0,1,,
152,10/06/2015,15:56,eey9,1,,,1,,23.0,1.5
152,10/06/2015,15:57,eey9,2,,,0,,42.3,2.0
152,10/06/2015,15:58,eey9,3,,,0,,38.6,1.8
152,10/06/2015,15:58,eey9,4,,,0,,18.7,1.3
153,10/06/2015,15:58,eey9,,46.0,22,0,1,,
153,10/06/2015,15:59,eey9,1,,,1,,17.5,1.8
153,10/06/2015,16:00,eey9,2,,,1,,33.0,2.1
153,10/06/2015,16:00,eey9,3,,,0,,39.6,2.2
153,10/06/2015,16:00,eey9,4,,,0,,30.0,0.8
141,10/06/2015,16:01,eey9,,68.0,18,0,1,,
141,10/06/2015,16:02,eey9,1,,,1,,9.0,1.0
141,10/06/2015,16:03,eey9,2,,,1,,32.5,1.5
141,10/06/2015,16:03,eey9,3,,,1,,43.5,2.0
141,10/06/2015,16:04,eey9,4,,,0,,53.0,1.8
141,10/06/2015,16:04,eey9,5,,,0,,35.0,1.6
141,10/06/2015,16:04,eey9,6,,,0,,6.6,0.2
142,10/06/2015,16:05,eey9,,69.0,24,0,1,,
142,10/06/2015,16:06,eey9,1,,,1,,14.0,0.8
142,10/06/2015,16:08,eey9,2,,,1,,24.6,1.2
142,10/06/2015,16:08,eey9,3,,,1,,18.5,1.0
142,10/06/2015,16:09,eey9,4,,,1,,32.8,1.5
142,10/06/2015,16:09,eey9,5,,,1,,34.0,1.6
142,10/06/2015,16:09,eey9,6,,,1,,31.5,1.3
142,10/06/2015,16:10,eey9,7,,,1,,22.5,0.8
143,10/06/2015,16:10,eey9,,55.0,14,0,1,,
143,10/06/2015,16:11,eey9,1,,,1,,9.3,1.2
143,10/06/2015,16:12,eey9,2,,,1,,30.5,1.2
143,10/06/2015,16:12,eey9,3,,,1,,52.0,1.8
143,10/06/2015,16:12,eey9,4,,,0,,44.8,1.4
143,10/06/2015,16:13,eey9,5,,,0,,31.9,1.2
131,10/06/2015,16:13,eey9,,48.0,12,0,1,,
131,10/06/2015,16:14,eey9,1,,,1,,20.5,1.8
131,10/06/2015,16:15,eey9,2,,,1,,43.5,2.5
131,10/06/2015,16:15,eey9,3,,,0,,58.0,2.3
131,10/06/2015,16:15,eey9,4,,,0,,47.0,2.0
131,10/06/2015,16:16,eey9,5,,,0,,19.5,0.5
133,10/06/2015,16:16,eey9,,45.0,25,0,1,,
133,10/06/2015,16:17,eey9,1,,,1,,18.0,0.8
133,10/06/2015,16:18,eey9,2,,,1,,35.5,1.0
133,10/06/2015,16:18,eey9,3,,,0,,34.0,1.7
133,10/06/2015,16:19,eey9,4,,,0,,20.8,1.1
132,10/06/2015,16:19,eey9,,38.0,7,0,1,,
132,10/06/2015,16:20,eey9,1,,,1,,7.2,0.6
132,10/06/2015,16:21,eey9,2,,,1,,20.8,1.5
132,10/06/2015,16:21,eey9,3,,,0,,37.0,2.0
132,10/06/2015,16:21,eey9,4,,,0,,21.5,1.6
